Rooms required : 66667
The reservation time
30808: 3 3 1 
30809: 3 3 1 
30810: 3 3 1 
30811: 3 3 1 
30812: 3 3 1 
30813: 3 3 1 
30814: 3 3 1 
30815: 3 3 1 
30816: 3 3 1 
30817: 3 3 1 
30818: 3 3 1 
30819: 3 3 1 
30820: 3 3 1 
30821: 3 3 1 
30822: 3 3 1 
30823: 3 3 1 
30824: 3 3 1 
30825: 3 3 1 
30826: 3 3 1 
30827: 3 3 1 
30828: 3 3 1 
30829: 3 3 1 
30830: 3 3 1 
30831: 3 3 1 
30832: 3 3 1 
30833: 3 3 1 
30834: 3 3 1 
30835: 3 3 1 
30836: 3 3 1 
30837: 3 3 1 
30838: 3 3 1 
30839: 3 3 1 
30840: 3 3 1 
30841: 3 3 1 
30842: 3 3 1 
30843: 3 3 1 
30844: 3 3 1 
30845: 3 3 1 
30846: 3 3 1 
30847: 3 3 1 
30848: 3 3 1 
30849: 3 3 1 
30850: 3 3 1 
30851: 3 3 1 
30852: 3 3 1 
30853: 3 3 1 
30854: 3 3 1 
30855: 3 3 1 
30856: 3 3 1 
30857: 3 3 1 
30858: 3 3 1 
30859: 3 3 1 
30860: 3 3 1 
30861: 3 3 1 
30862: 3 3 1 
30863: 3 3 1 
30864: 3 3 1 
30865: 3 3 1 
30866: 3 3 1 
30867: 3 3 1 
30868: 3 3 1 
30869: 3 3 1 
30870: 3 3 1 
30871: 3 3 1 
30872: 3 3 1 
30873: 3 3 1 
30874: 3 3 1 
30875: 3 3 1 
30876: 3 3 1 
30877: 3 3 1 
30878: 3 3 1 
30879: 3 3 1 
30880: 3 3 1 
30881: 3 3 1 
30882: 3 3 1 
30883: 3 3 1 
30884: 3 3 1 
30885: 3 3 1 
30886: 3 3 1 
30887: 3 3 1 
30888: 3 3 1 
30889: 3 3 1 
30890: 3 3 1 
30891: 3 3 1 
30892: 3 3 1 
30893: 3 3 1 
30894: 3 3 1 
30895: 3 3 1 
30896: 3 3 1 
30897: 3 3 1 
30898: 3 3 1 
30899: 3 3 1 
30900: 3 3 1 
30901: 3 3 1 
30902: 3 3 1 
30903: 3 3 1 
30904: 3 3 1 
30905: 3 3 1 
30906: 3 3 1 
30907: 3 3 1 
30908: 3 3 1 
30909: 3 3 1 
30910: 3 3 1 
30911: 3 3 1 
30912: 3 3 1 
30913: 3 3 1 
30914: 3 3 1 
30915: 3 3 1 
30916: 3 3 1 
30917: 3 3 1 
30918: 3 3 1 
30919: 3 3 1 
30920: 3 3 1 
30921: 3 3 1 
30922: 3 3 1 
30923: 3 3 1 
30924: 3 3 1 
30925: 3 3 1 
30926: 3 3 1 
30927: 3 3 1 
30928: 3 3 1 
30929: 3 3 1 
30930: 3 3 1 
30931: 3 3 1 
30932: 3 3 1 
30933: 3 3 1 
30934: 3 3 1 
30935: 3 3 1 
30936: 3 3 1 
30937: 3 3 1 
30938: 3 3 1 
30939: 3 3 1 
30940: 3 3 1 
30941: 3 3 1 
30942: 3 3 1 
30943: 3 3 1 
30944: 3 3 1 
30945: 3 3 1 
30946: 3 3 1 
30947: 3 3 1 
30948: 3 3 1 
30949: 3 3 1 
30950: 3 3 1 
30951: 3 3 1 
30952: 3 3 1 
30953: 3 3 1 
30954: 3 3 1 
30955: 3 3 1 
30956: 3 3 1 
30957: 3 3 1 
30958: 3 3 1 
30959: 3 3 1 
30960: 3 3 1 
30961: 3 3 1 
30962: 3 3 1 
30963: 3 3 1 
30964: 3 3 1 
30965: 3 3 1 
30966: 3 3 1 
30967: 3 3 1 
30968: 3 3 1 
30969: 3 3 1 
30970: 3 3 1 
30971: 3 3 1 
30972: 3 3 1 
30973: 3 3 1 
30974: 3 3 1 
30975: 3 3 1 
30976: 3 3 1 
30977: 3 3 1 
30978: 3 3 1 
30979: 3 3 1 
30980: 3 3 1 
30981: 3 3 1 
30982: 3 3 1 
30983: 3 3 1 
30984: 3 3 1 
30985: 3 3 1 
30986: 3 3 1 
30987: 3 3 1 
30988: 3 3 1 
30989: 3 3 1 
30990: 3 3 1 
30991: 3 3 1 
30992: 3 3 1 
30993: 3 3 1 
30994: 3 3 1 
30995: 3 3 1 
30996: 3 3 1 
30997: 3 3 1 
30998: 3 3 1 
30999: 3 3 1 
31000: 3 3 1 
31001: 3 3 1 
31002: 3 3 1 
31003: 3 3 1 
31004: 3 3 1 
31005: 3 3 1 
31006: 3 3 1 
31007: 3 3 1 
31008: 3 3 1 
31009: 3 3 1 
31010: 3 3 1 
31011: 3 3 1 
31012: 3 3 1 
31013: 3 3 1 
31014: 3 3 1 
31015: 3 3 1 
31016: 3 3 1 
31017: 3 3 1 
31018: 3 3 1 
31019: 3 3 1 
31020: 3 3 1 
31021: 3 3 1 
31022: 3 3 1 
31023: 3 3 1 
31024: 3 3 1 
31025: 3 3 1 
31026: 3 3 1 
31027: 3 3 1 
31028: 3 3 1 
31029: 3 3 1 
31030: 3 3 1 
31031: 3 3 1 
31032: 3 3 1 
31033: 3 3 1 
31034: 3 3 1 
31035: 3 3 1 
31036: 3 3 1 
31037: 3 3 1 
31038: 3 3 1 
31039: 3 3 1 
31040: 3 3 1 
31041: 3 3 1 
31042: 3 3 1 
31043: 3 3 1 
31044: 3 3 1 
31045: 3 3 1 
31046: 3 3 1 
31047: 3 3 1 
31048: 3 3 1 
31049: 3 3 1 
31050: 3 3 1 
31051: 3 3 1 
31052: 3 3 1 
31053: 3 3 1 
31054: 3 3 1 
31055: 3 3 1 
31056: 3 3 1 
31057: 3 3 1 
31058: 3 3 1 
31059: 3 3 1 
31060: 3 3 1 
31061: 3 3 1 
31062: 3 3 1 
31063: 3 3 1 
31064: 3 3 1 
31065: 3 3 1 
31066: 3 3 1 
31067: 3 3 1 
31068: 3 3 1 
31069: 3 3 1 
31070: 3 3 1 
31071: 3 3 1 
31072: 3 3 1 
31073: 3 3 1 
31074: 3 3 1 
31075: 3 3 1 
31076: 3 3 1 
31077: 3 3 1 
31078: 3 3 1 
31079: 3 3 1 
31080: 3 3 1 
31081: 3 3 1 
31082: 3 3 1 
31083: 3 3 1 
31084: 3 3 1 
31085: 3 3 1 
31086: 3 3 1 
31087: 3 3 1 
31088: 3 3 1 
31089: 3 3 1 
31090: 3 3 1 
31091: 3 3 1 
31092: 3 3 1 
31093: 3 3 1 
31094: 3 3 1 
31095: 3 3 1 
31096: 3 3 1 
31097: 3 3 1 
31098: 3 3 1 
31099: 3 3 1 
31100: 3 3 1 
31101: 3 3 1 
31102: 3 3 1 
31103: 3 3 1 
31104: 3 3 1 
31105: 3 3 1 
31106: 3 3 1 
31107: 3 3 1 
31108: 3 3 1 
31109: 3 3 1 
31110: 3 3 1 
31111: 3 3 1 
31112: 3 3 1 
31113: 3 3 1 
31114: 3 3 1 
31115: 3 3 1 
31116: 3 3 1 
31117: 3 3 1 
31118: 3 3 1 
31119: 3 3 1 
31120: 3 3 1 
31121: 3 3 1 
31122: 3 3 1 
31123: 3 3 1 
31124: 3 3 1 
31125: 3 3 1 
31126: 3 3 1 
31127: 3 3 1 
31128: 3 3 1 
31129: 3 3 1 
31130: 3 3 1 
31131: 3 3 1 
31132: 3 3 1 
31133: 3 3 1 
31134: 3 3 1 
31135: 3 3 1 
31136: 3 3 1 
31137: 3 3 1 
31138: 3 3 1 
31139: 3 3 1 
31140: 3 3 1 
31141: 3 3 1 
31142: 3 3 1 
31143: 3 3 1 
31144: 3 3 1 
31145: 3 3 1 
31146: 3 3 1 
31147: 3 3 1 
31148: 3 3 1 
31149: 3 3 1 
31150: 3 3 1 
31151: 3 3 1 
31152: 3 3 1 
31153: 3 3 1 
31154: 3 3 1 
31155: 3 3 1 
31156: 3 3 1 
31157: 3 3 1 
31158: 3 3 1 
31159: 3 3 1 
31160: 3 3 1 
31161: 3 3 1 
31162: 3 3 1 
31163: 3 3 1 
31164: 3 3 1 
31165: 3 3 1 
31166: 3 3 1 
31167: 3 3 1 
31168: 3 3 1 
31169: 3 3 1 
31170: 3 3 1 
31171: 3 3 1 
31172: 3 3 1 
31173: 3 3 1 
31174: 3 3 1 
31175: 3 3 1 
31176: 3 3 1 
31177: 3 3 1 
31178: 3 3 1 
31179: 3 3 1 
31180: 3 3 1 
31181: 3 3 1 
31182: 3 3 1 
31183: 3 3 1 
31184: 3 3 1 
31185: 3 3 1 
31186: 3 3 1 
31187: 3 3 1 
31188: 3 3 1 
31189: 3 3 1 
31190: 3 3 1 
31191: 3 3 1 
31192: 3 3 1 
31193: 3 3 1 
31194: 3 3 1 
31195: 3 3 1 
31196: 3 3 1 
31197: 3 3 1 
31198: 3 3 1 
31199: 3 3 1 
31200: 3 3 1 
31201: 3 3 1 
31202: 3 3 1 
31203: 3 3 1 
31204: 3 3 1 
31205: 3 3 1 
31206: 3 3 1 
31207: 3 3 1 
31208: 3 3 1 
31209: 3 3 1 
31210: 3 3 1 
31211: 3 3 1 
31212: 3 3 1 
31213: 3 3 1 
31214: 3 3 1 
31215: 3 3 1 
31216: 3 3 1 
31217: 3 3 1 
31218: 3 3 1 
31219: 3 3 1 
31220: 3 3 1 
31221: 3 3 1 
31222: 3 3 1 
31223: 3 3 1 
31224: 3 3 1 
31225: 3 3 1 
31226: 3 3 1 
31227: 3 3 1 
31228: 3 3 1 
31229: 3 3 1 
31230: 3 3 1 
31231: 3 3 1 
31232: 3 3 1 
31233: 3 3 1 
31234: 3 3 1 
31235: 3 3 1 
31236: 3 3 1 
31237: 3 3 1 
31238: 3 3 1 
31239: 3 3 1 
31240: 3 3 1 
31241: 3 3 1 
31242: 3 3 1 
31243: 3 3 1 
31244: 3 3 1 
31245: 3 3 1 
31246: 3 3 1 
31247: 3 3 1 
31248: 3 3 1 
31249: 3 3 1 
31250: 3 3 1 
31251: 3 3 1 
31252: 3 3 1 
31253: 3 3 1 
31254: 3 3 1 
31255: 3 3 1 
31256: 3 3 1 
31257: 3 3 1 
31258: 3 3 1 
31259: 3 3 1 
31260: 3 3 1 
31261: 3 3 1 
31262: 3 3 1 
31263: 3 3 1 
31264: 3 3 1 
31265: 3 3 1 
31266: 3 3 1 
31267: 3 3 1 
31268: 3 3 1 
31269: 3 3 1 
31270: 3 3 1 
31271: 3 3 1 
31272: 3 3 1 
31273: 3 3 1 
31274: 3 3 1 
31275: 3 3 1 
31276: 3 3 1 
31277: 3 3 1 
31278: 3 3 1 
31279: 3 3 1 
31280: 3 3 1 
31281: 3 3 1 
31282: 3 3 1 
31283: 3 3 1 
31284: 3 3 1 
31285: 3 3 1 
31286: 3 3 1 
31287: 3 3 1 
31288: 3 3 1 
31289: 3 3 1 
31290: 3 3 1 
31291: 3 3 1 
31292: 3 3 1 
31293: 3 3 1 
31294: 3 3 1 
31295: 3 3 1 
31296: 3 3 1 
31297: 3 3 1 
31298: 3 3 1 
31299: 3 3 1 
31300: 3 3 1 
31301: 3 3 1 
31302: 3 3 1 
31303: 3 3 1 
31304: 3 3 1 
31305: 3 3 1 
31306: 3 3 1 
31307: 3 3 1 
31308: 3 3 1 
31309: 3 3 1 
31310: 3 3 1 
31311: 3 3 1 
31312: 3 3 1 
31313: 3 3 1 
31314: 3 3 1 
31315: 3 3 1 
31316: 3 3 1 
31317: 3 3 1 
31318: 3 3 1 
31319: 3 3 1 
31320: 3 3 1 
31321: 3 3 1 
31322: 3 3 1 
31323: 3 3 1 
31324: 3 3 1 
31325: 3 3 1 
31326: 3 3 1 
31327: 3 3 1 
31328: 3 3 1 
31329: 3 3 1 
31330: 3 3 1 
31331: 3 3 1 
31332: 3 3 1 
31333: 3 3 1 
31334: 3 3 1 
31335: 3 3 1 
31336: 3 3 1 
31337: 3 3 1 
31338: 3 3 1 
31339: 3 3 1 
31340: 3 3 1 
31341: 3 3 1 
31342: 3 3 1 
31343: 3 3 1 
31344: 3 3 1 
31345: 3 3 1 
31346: 3 3 1 
31347: 3 3 1 
31348: 3 3 1 
31349: 3 3 1 
31350: 3 3 1 
31351: 3 3 1 
31352: 3 3 1 
31353: 3 3 1 
31354: 3 3 1 
31355: 3 3 1 
31356: 3 3 1 
31357: 3 3 1 
31358: 3 3 1 
31359: 3 3 1 
31360: 3 3 1 
31361: 3 3 1 
31362: 3 3 1 
31363: 3 3 1 
31364: 3 3 1 
31365: 3 3 1 
31366: 3 3 1 
31367: 3 3 1 
31368: 3 3 1 
31369: 3 3 1 
31370: 3 3 1 
31371: 3 3 1 
31372: 3 3 1 
31373: 3 3 1 
31374: 3 3 1 
31375: 3 3 1 
31376: 3 3 1 
31377: 3 3 1 
31378: 3 3 1 
31379: 3 3 1 
31380: 3 3 1 
31381: 3 3 1 
31382: 3 3 1 
31383: 3 3 1 
31384: 3 3 1 
31385: 3 3 1 
31386: 3 3 1 
31387: 3 3 1 
31388: 3 3 1 
31389: 3 3 1 
31390: 3 3 1 
31391: 3 3 1 
31392: 3 3 1 
31393: 3 3 1 
31394: 3 3 1 
31395: 3 3 1 
31396: 3 3 1 
31397: 3 3 1 
31398: 3 3 1 
31399: 3 3 1 
31400: 3 3 1 
31401: 3 3 1 
31402: 3 3 1 
31403: 3 3 1 
31404: 3 3 1 
31405: 3 3 1 
31406: 3 3 1 
31407: 3 3 1 
31408: 3 3 1 
31409: 3 3 1 
31410: 3 3 1 
31411: 3 3 1 
31412: 3 3 1 
31413: 3 3 1 
31414: 3 3 1 
31415: 3 3 1 
31416: 3 3 1 
31417: 3 3 1 
31418: 3 3 1 
31419: 3 3 1 
31420: 3 3 1 
31421: 3 3 1 
31422: 3 3 1 
31423: 3 3 1 
31424: 3 3 1 
31425: 3 3 1 
31426: 3 3 1 
31427: 3 3 1 
31428: 3 3 1 
31429: 3 3 1 
31430: 3 3 1 
31431: 3 3 1 
31432: 3 3 1 
31433: 3 3 1 
31434: 3 3 1 
31435: 3 3 1 
31436: 3 3 1 
31437: 3 3 1 
31438: 3 3 1 
31439: 3 3 1 
31440: 3 3 1 
31441: 3 3 1 
31442: 3 3 1 
31443: 3 3 1 
31444: 3 3 1 
31445: 3 3 1 
31446: 3 3 1 
31447: 3 3 1 
31448: 3 3 1 
31449: 3 3 1 
31450: 3 3 1 
31451: 3 3 1 
31452: 3 3 1 
31453: 3 3 1 
31454: 3 3 1 
31455: 3 3 1 
31456: 3 3 1 
31457: 3 3 1 
31458: 3 3 1 
31459: 3 3 1 
31460: 3 3 1 
31461: 3 3 1 
31462: 3 3 1 
31463: 3 3 1 
31464: 3 3 1 
31465: 3 3 1 
31466: 3 3 1 
31467: 3 3 1 
31468: 3 3 1 
31469: 3 3 1 
31470: 3 3 1 
31471: 3 3 1 
31472: 3 3 1 
31473: 3 3 1 
31474: 3 3 1 
31475: 3 3 1 
31476: 3 3 1 
31477: 3 3 1 
31478: 3 3 1 
31479: 3 3 1 
31480: 3 3 1 
31481: 3 3 1 
31482: 3 3 1 
31483: 3 3 1 
31484: 3 3 1 
31485: 3 3 1 
31486: 3 3 1 
31487: 3 3 1 
31488: 3 3 1 
31489: 3 3 1 
31490: 3 3 1 
31491: 3 3 1 
31492: 3 3 1 
31493: 3 3 1 
31494: 3 3 1 
31495: 3 3 1 
31496: 3 3 1 
31497: 3 3 1 
31498: 3 3 1 
31499: 3 3 1 
31500: 3 3 1 
31501: 3 3 1 
31502: 3 3 1 
31503: 3 3 1 
31504: 3 3 1 
31505: 3 3 1 
31506: 3 3 1 
31507: 3 3 1 
31508: 3 3 1 
31509: 3 3 1 
31510: 3 3 1 
31511: 3 3 1 
31512: 3 3 1 
31513: 3 3 1 
31514: 3 3 1 
31515: 3 3 1 
31516: 3 3 1 
31517: 3 3 1 
31518: 3 3 1 
31519: 3 3 1 
31520: 3 3 1 
31521: 3 3 1 
31522: 3 3 1 
31523: 3 3 1 
31524: 3 3 1 
31525: 3 3 1 
31526: 3 3 1 
31527: 3 3 1 
31528: 3 3 1 
31529: 3 3 1 
31530: 3 3 1 
31531: 3 3 1 
31532: 3 3 1 
31533: 3 3 1 
31534: 3 3 1 
31535: 3 3 1 
31536: 3 3 1 
31537: 3 3 1 
31538: 3 3 1 
31539: 3 3 1 
31540: 3 3 1 
31541: 3 3 1 
31542: 3 3 1 
31543: 3 3 1 
31544: 3 3 1 
31545: 3 3 1 
31546: 3 3 1 
31547: 3 3 1 
31548: 3 3 1 
31549: 3 3 1 
31550: 3 3 1 
31551: 3 3 1 
31552: 3 3 1 
31553: 3 3 1 
31554: 3 3 1 
31555: 3 3 1 
31556: 3 3 1 
31557: 3 3 1 
31558: 3 3 1 
31559: 3 3 1 
31560: 3 3 1 
31561: 3 3 1 
31562: 3 3 1 
31563: 3 3 1 
31564: 3 3 1 
31565: 3 3 1 
31566: 3 3 1 
31567: 3 3 1 
31568: 3 3 1 
31569: 3 3 1 
31570: 3 3 1 
31571: 3 3 1 
31572: 3 3 1 
31573: 3 3 1 
31574: 3 3 1 
31575: 3 3 1 
31576: 3 3 1 
31577: 3 3 1 
31578: 3 3 1 
31579: 3 3 1 
31580: 3 3 1 
31581: 3 3 1 
31582: 3 3 1 
31583: 3 3 1 
31584: 3 3 1 
31585: 3 3 1 
31586: 3 3 1 
31587: 3 3 1 
31588: 3 3 1 
31589: 3 3 1 
31590: 3 3 1 
31591: 3 3 1 
31592: 3 3 1 
31593: 3 3 1 
31594: 3 3 1 
31595: 3 3 1 
31596: 3 3 1 
31597: 3 3 1 
31598: 3 3 1 
31599: 3 3 1 
31600: 3 3 1 
31601: 3 3 1 
31602: 3 3 1 
31603: 3 3 1 
31604: 3 3 1 
31605: 3 3 1 
31606: 3 3 1 
31607: 3 3 1 
31608: 3 3 1 
31609: 3 3 1 
31610: 3 3 1 
31611: 3 3 1 
31612: 3 3 1 
31613: 3 3 1 
31614: 3 3 1 
31615: 3 3 1 
31616: 3 3 1 
31617: 3 3 1 
31618: 3 3 1 
31619: 3 3 1 
31620: 3 3 1 
31621: 3 3 1 
31622: 3 3 1 
31623: 3 3 1 
31624: 3 3 1 
31625: 3 3 1 
31626: 3 3 1 
31627: 3 3 1 
31628: 3 3 1 
31629: 3 3 1 
31630: 3 3 1 
31631: 3 3 1 
31632: 3 3 1 
31633: 3 3 1 
31634: 3 3 1 
31635: 3 3 1 
31636: 3 3 1 
31637: 3 3 1 
31638: 3 3 1 
31639: 3 3 1 
31640: 3 3 1 
31641: 3 3 1 
31642: 3 3 1 
31643: 3 3 1 
31644: 3 3 1 
31645: 3 3 1 
31646: 3 3 1 
31647: 3 3 1 
31648: 3 3 1 
31649: 3 3 1 
31650: 3 3 1 
31651: 3 3 1 
31652: 3 3 1 
31653: 3 3 1 
31654: 3 3 1 
31655: 3 3 1 
31656: 3 3 1 
31657: 3 3 1 
31658: 3 3 1 
31659: 3 3 1 
31660: 3 3 1 
31661: 3 3 1 
31662: 3 3 1 
31663: 3 3 1 
31664: 3 3 1 
31665: 3 3 1 
31666: 3 3 1 
31667: 3 3 1 
31668: 3 3 1 
31669: 3 3 1 
31670: 3 3 1 
31671: 3 3 1 
31672: 3 3 1 
31673: 3 3 1 
31674: 3 3 1 
31675: 3 3 1 
31676: 3 3 1 
31677: 3 3 1 
31678: 3 3 1 
31679: 3 3 1 
31680: 3 3 1 
31681: 3 3 1 
31682: 3 3 1 
31683: 3 3 1 
31684: 3 3 1 
31685: 3 3 1 
31686: 3 3 1 
31687: 3 3 1 
31688: 3 3 1 
31689: 3 3 1 
31690: 3 3 1 
31691: 3 3 1 
31692: 3 3 1 
31693: 3 3 1 
31694: 3 3 1 
31695: 3 3 1 
31696: 3 3 1 
31697: 3 3 1 
31698: 3 3 1 
31699: 3 3 1 
31700: 3 3 1 
31701: 3 3 1 
31702: 3 3 1 
31703: 3 3 1 
31704: 3 3 1 
31705: 3 3 1 
31706: 3 3 1 
31707: 3 3 1 
31708: 3 3 1 
31709: 3 3 1 
31710: 3 3 1 
31711: 3 3 1 
31712: 3 3 1 
31713: 3 3 1 
31714: 3 3 1 
31715: 3 3 1 
31716: 3 3 1 
31717: 3 3 1 
31718: 3 3 1 
31719: 3 3 1 
31720: 3 3 1 
31721: 3 3 1 
31722: 3 3 1 
31723: 3 3 1 
31724: 3 3 1 
31725: 3 3 1 
31726: 3 3 1 
31727: 3 3 1 
31728: 3 3 1 
31729: 3 3 1 
31730: 3 3 1 
31731: 3 3 1 
31732: 3 3 1 
31733: 3 3 1 
31734: 3 3 1 
31735: 3 3 1 
31736: 3 3 1 
31737: 3 3 1 
31738: 3 3 1 
31739: 3 3 1 
31740: 3 3 1 
31741: 3 3 1 
31742: 3 3 1 
31743: 3 3 1 
31744: 3 3 1 
31745: 3 3 1 
31746: 3 3 1 
31747: 3 3 1 
31748: 3 3 1 
31749: 3 3 1 
31750: 3 3 1 
31751: 3 3 1 
31752: 3 3 1 
31753: 3 3 1 
31754: 3 3 1 
31755: 3 3 1 
31756: 3 3 1 
31757: 3 3 1 
31758: 3 3 1 
31759: 3 3 1 
31760: 3 3 1 
31761: 3 3 1 
31762: 3 3 1 
31763: 3 3 1 
31764: 3 3 1 
31765: 3 3 1 
31766: 3 3 1 
31767: 3 3 1 
31768: 3 3 1 
31769: 3 3 1 
31770: 3 3 1 
31771: 3 3 1 
31772: 3 3 1 
31773: 3 3 1 
31774: 3 3 1 
31775: 3 3 1 
31776: 3 3 1 
31777: 3 3 1 
31778: 3 3 1 
31779: 3 3 1 
31780: 3 3 1 
31781: 3 3 1 
31782: 3 3 1 
31783: 3 3 1 
31784: 3 3 1 
31785: 3 3 1 
31786: 3 3 1 
31787: 3 3 1 
31788: 3 3 1 
31789: 3 3 1 
31790: 3 3 1 
31791: 3 3 1 
31792: 3 3 1 
31793: 3 3 1 
31794: 3 3 1 
31795: 3 3 1 
31796: 3 3 1 
31797: 3 3 1 
31798: 3 3 1 
31799: 3 3 1 
31800: 3 3 1 
31801: 3 3 1 
31802: 3 3 1 
31803: 3 3 1 
31804: 3 3 1 
31805: 3 3 1 
31806: 3 3 1 
31807: 3 3 1 
31808: 3 3 1 
31809: 3 3 1 
31810: 3 3 1 
31811: 3 3 1 
31812: 3 3 1 
31813: 3 3 1 
31814: 3 3 1 
31815: 3 3 1 
31816: 3 3 1 
31817: 3 3 1 
31818: 3 3 1 
31819: 3 3 1 
31820: 3 3 1 
31821: 3 3 1 
31822: 3 3 1 
31823: 3 3 1 
31824: 3 3 1 
31825: 3 3 1 
31826: 3 3 1 
31827: 3 3 1 
31828: 3 3 1 
31829: 3 3 1 
31830: 3 3 1 
31831: 3 3 1 
31832: 3 3 1 
31833: 3 3 1 
31834: 3 3 1 
31835: 3 3 1 
31836: 3 3 1 
31837: 3 3 1 
31838: 3 3 1 
31839: 3 3 1 
31840: 3 3 1 
31841: 3 3 1 
31842: 3 3 1 
31843: 3 3 1 
31844: 3 3 1 
31845: 3 3 1 
31846: 3 3 1 
31847: 3 3 1 
31848: 3 3 1 
31849: 3 3 1 
31850: 3 3 1 
31851: 3 3 1 
31852: 3 3 1 
31853: 3 3 1 
31854: 3 3 1 
31855: 3 3 1 
31856: 3 3 1 
31857: 3 3 1 
31858: 3 3 1 
31859: 3 3 1 
31860: 3 3 1 
31861: 3 3 1 
31862: 3 3 1 
31863: 3 3 1 
31864: 3 3 1 
31865: 3 3 1 
31866: 3 3 1 
31867: 3 3 1 
31868: 3 3 1 
31869: 3 3 1 
31870: 3 3 1 
31871: 3 3 1 
31872: 3 3 1 
31873: 3 3 1 
31874: 3 3 1 
31875: 3 3 1 
31876: 3 3 1 
31877: 3 3 1 
31878: 3 3 1 
31879: 3 3 1 
31880: 3 3 1 
31881: 3 3 1 
31882: 3 3 1 
31883: 3 3 1 
31884: 3 3 1 
31885: 3 3 1 
31886: 3 3 1 
31887: 3 3 1 
31888: 3 3 1 
31889: 3 3 1 
31890: 3 3 1 
31891: 3 3 1 
31892: 3 3 1 
31893: 3 3 1 
31894: 3 3 1 
31895: 3 3 1 
31896: 3 3 1 
31897: 3 3 1 
31898: 3 3 1 
31899: 3 3 1 
31900: 3 3 1 
31901: 3 3 1 
31902: 3 3 1 
31903: 3 3 1 
31904: 3 3 1 
31905: 3 3 1 
31906: 3 3 1 
31907: 3 3 1 
31908: 3 3 1 
31909: 3 3 1 
31910: 3 3 1 
31911: 3 3 1 
31912: 3 3 1 
31913: 3 3 1 
31914: 3 3 1 
31915: 3 3 1 
31916: 3 3 1 
31917: 3 3 1 
31918: 3 3 1 
31919: 3 3 1 
31920: 3 3 1 
31921: 3 3 1 
31922: 3 3 1 
31923: 3 3 1 
31924: 3 3 1 
31925: 3 3 1 
31926: 3 3 1 
31927: 3 3 1 
31928: 3 3 1 
31929: 3 3 1 
31930: 3 3 1 
31931: 3 3 1 
31932: 3 3 1 
31933: 3 3 1 
31934: 3 3 1 
31935: 3 3 1 
31936: 3 3 1 
31937: 3 3 1 
31938: 3 3 1 
31939: 3 3 1 
31940: 3 3 1 
31941: 3 3 1 
31942: 3 3 1 
31943: 3 3 1 
31944: 3 3 1 
31945: 3 3 1 
31946: 3 3 1 
31947: 3 3 1 
31948: 3 3 1 
31949: 3 3 1 
31950: 3 3 1 
31951: 3 3 1 
31952: 3 3 1 
31953: 3 3 1 
31954: 3 3 1 
31955: 3 3 1 
31956: 3 3 1 
31957: 3 3 1 
31958: 3 3 1 
31959: 3 3 1 
31960: 3 3 1 
31961: 3 3 1 
31962: 3 3 1 
31963: 3 3 1 
31964: 3 3 1 
31965: 3 3 1 
31966: 3 3 1 
31967: 3 3 1 
31968: 3 3 1 
31969: 3 3 1 
31970: 3 3 1 
31971: 3 3 1 
31972: 3 3 1 
31973: 3 3 1 
31974: 3 3 1 
31975: 3 3 1 
31976: 3 3 1 
31977: 3 3 1 
31978: 3 3 1 
31979: 3 3 1 
31980: 3 3 1 
31981: 3 3 1 
31982: 3 3 1 
31983: 3 3 1 
31984: 3 3 1 
31985: 3 3 1 
31986: 3 3 1 
31987: 3 3 1 
31988: 3 3 1 
31989: 3 3 1 
31990: 3 3 1 
31991: 3 3 1 
31992: 3 3 1 
31993: 3 3 1 
31994: 3 3 1 
31995: 3 3 1 
31996: 3 3 1 
31997: 3 3 1 
31998: 3 3 1 
31999: 3 3 1 
32000: 3 3 1 
32001: 3 3 1 
32002: 3 3 1 
32003: 3 3 1 
32004: 3 3 1 
32005: 3 3 1 
32006: 3 3 1 
32007: 3 3 1 
32008: 3 3 1 
32009: 3 3 1 
32010: 3 3 1 
32011: 3 3 1 
32012: 3 3 1 
32013: 3 3 1 
32014: 3 3 1 
32015: 3 3 1 
32016: 3 3 1 
32017: 3 3 1 
32018: 3 3 1 
32019: 3 3 1 
32020: 3 3 1 
32021: 3 3 1 
32022: 3 3 1 
32023: 3 3 1 
32024: 3 3 1 
32025: 3 3 1 
32026: 3 3 1 
32027: 3 3 1 
32028: 3 3 1 
32029: 3 3 1 
32030: 3 3 1 
32031: 3 3 1 
32032: 3 3 1 
32033: 3 3 1 
32034: 3 3 1 
32035: 3 3 1 
32036: 3 3 1 
32037: 3 3 1 
32038: 3 3 1 
32039: 3 3 1 
32040: 3 3 1 
32041: 3 3 1 
32042: 3 3 1 
32043: 3 3 1 
32044: 3 3 1 
32045: 3 3 1 
32046: 3 3 1 
32047: 3 3 1 
32048: 3 3 1 
32049: 3 3 1 
32050: 3 3 1 
32051: 3 3 1 
32052: 3 3 1 
32053: 3 3 1 
32054: 3 3 1 
32055: 3 3 1 
32056: 3 3 1 
32057: 3 3 1 
32058: 3 3 1 
32059: 3 3 1 
32060: 3 3 1 
32061: 3 3 1 
32062: 3 3 1 
32063: 3 3 1 
32064: 3 3 1 
32065: 3 3 1 
32066: 3 3 1 
32067: 3 3 1 
32068: 3 3 1 
32069: 3 3 1 
32070: 3 3 1 
32071: 3 3 1 
32072: 3 3 1 
32073: 3 3 1 
32074: 3 3 1 
32075: 3 3 1 
32076: 3 3 1 
32077: 3 3 1 
32078: 3 3 1 
